Title,url,create_time
"Harmonists, The (1997)",https://www.imdb.com/title/tt0128133/?ref_=fn_al_tt_1,2023-03-13 17:07:00.498164
"Fantastic Planet, The (La Planète sauvage) (1973)",https://www.imdb.com/title/tt0070544/?ref_=fn_al_tt_1,2023-03-13 17:07:02.811644
God Said 'Ha!' (1998),https://www.imdb.com/title/tt0119207/?ref_=fn_al_tt_1,2023-03-13 17:07:05.040906
"Apple, The (Sib) (1998)",https://www.imdb.com/name/nm0000992/?ref_=fn_al_nm_1,2023-03-13 17:07:07.295710
Breakfast of Champions (1999),https://www.imdb.com/title/tt0120618/?ref_=fn_al_tt_1,2023-03-13 17:07:09.542168
"Breaks, The (1999)",https://www.imdb.com/title/tt0181322/?ref_=fn_al_tt_1,2023-03-13 17:07:11.789049
Eight Days a Week (1997),https://www.imdb.com/title/tt0119054/?ref_=fn_al_tt_1,2023-03-13 17:07:14.031966
Just the Ticket (1999),https://www.imdb.com/title/tt0123221/?ref_=fn_al_tt_1,2023-03-13 17:07:16.274218
"Ballad of Narayama, The (Narayama Bushiko) (1982)",https://www.imdb.com/title/tt0084390/?ref_=fn_al_tt_1,2023-03-13 17:07:18.639075
Children of the Corn II: The Final Sacrifice (1993),https://www.imdb.com/title/tt0106557/?ref_=fn_al_tt_1,2023-03-13 17:07:20.924627
House on Haunted Hill (1958),https://www.imdb.com/title/tt0185371/?ref_=fn_al_tt_1,2023-03-13 17:07:25.479461
"Concorde: Airport '79, The (1979)",https://www.imdb.com/title/tt0078740/?ref_=fn_al_tt_1,2023-03-13 17:07:27.756874
"Lock, Stock & Two Smoking Barrels (1998)",https://www.imdb.com/title/tt0120735/?ref_=fn_al_tt_1,2023-03-13 17:07:30.022407
Six Ways to Sunday (1997),https://www.imdb.com/title/tt0127288/?ref_=fn_al_tt_1,2023-03-13 17:07:32.266128
Relax... It's Just Sex (1998),https://www.imdb.com/title/tt0159696/?ref_=fn_al_tt_1,2023-03-13 17:07:47.292415
Harvest (1998),https://www.imdb.com/title/tt0125778/?ref_=fn_al_tt_1,2023-03-13 17:07:49.512963
Children of the Damned (1963),https://www.imdb.com/title/tt12311866/?ref_=fn_al_tt_1,2023-03-13 17:07:51.768347
Telling You (1998),https://www.imdb.com/title/tt0120859/?ref_=fn_al_tt_1,2023-03-13 17:07:54.001441
Bandits (1997),https://www.imdb.com/title/tt0118682/?ref_=fn_al_tt_1,2023-03-13 17:08:09.005178
Beauty (1998),https://www.imdb.com/title/tt0118892/?ref_=fn_al_tt_1,2023-03-13 17:08:11.224677
"Empty Mirror, The (1999)",https://www.imdb.com/title/tt0116192/?ref_=fn_al_tt_1,2023-03-13 17:08:13.451138
EDtv (1999),https://www.imdb.com/title/tt0131369/?ref_=fn_al_tt_1,2023-03-13 17:08:15.650016
Among Giants (1998),https://www.imdb.com/title/tt0122906/?ref_=fn_al_tt_1,2023-03-13 17:08:17.890173
"Dreamlife of Angels, The (La Vie rêvée des anges) (1998)",https://www.imdb.com/title/tt0120449/?ref_=fn_al_tt_1,2023-03-13 17:08:20.180551
"Love, etc. (1996)",https://www.imdb.com/title/tt0116932/?ref_=fn_al_tt_1,2023-03-13 17:08:22.397807
"Sticky Fingers of Time, The (1997)",https://www.imdb.com/title/tt0127302/?ref_=fn_al_tt_1,2023-03-13 17:08:24.669628
Twin Dragons (Shuang long hui) (1992),https://www.imdb.com/title/tt0105399/?ref_=fn_al_tt_1,2023-03-13 17:08:26.938370
Foolish (1999),https://www.imdb.com/title/tt0166195/?ref_=fn_al_tt_1,2023-03-13 17:08:29.137641
"Goodbye, Lover (1999)",https://www.imdb.com/title/tt0119219/?ref_=fn_al_tt_1,2023-03-13 17:08:44.230280
Clubland (1998),https://www.imdb.com/title/tt0127489/?ref_=fn_al_tt_1,2023-03-13 17:08:46.493678
Jeanne and the Perfect Guy (Jeanne et le garçon formidable) (1998),https://www.imdb.com/title/tt0123923/?ref_=fn_al_tt_1,2023-03-13 17:08:48.818264
"Joyriders, The (1999)",https://www.imdb.com/title/tt0139394/?ref_=fn_al_tt_1,2023-03-13 17:08:51.040407
"Monster, The (Il Mostro) (1994)",https://www.imdb.com/title/tt1093906/?ref_=fn_al_tt_1,2023-03-13 17:08:53.308630
"Little Bit of Soul, A (1998)",https://www.imdb.com/title/tt0119546/?ref_=fn_al_tt_1,2023-03-13 17:09:21.099098
Nô (1998),https://www.imdb.com/title/tt0128370/?ref_=fn_al_tt_1,2023-03-13 17:09:36.092023
Let it Come Down: The Life of Paul Bowles (1998),https://www.imdb.com/title/tt0168950/?ref_=fn_al_tt_1,2023-03-13 17:09:38.401695
Heaven (1998),https://www.imdb.com/title/tt0120697/?ref_=fn_al_tt_1,2023-03-13 17:09:40.608687
"King of Masks, The (Bian Lian) (1996)",https://www.imdb.com/title/tt0115669/?ref_=fn_al_tt_1,2023-03-13 17:09:42.878707
Three Seasons (1999),https://www.imdb.com/title/tt0138874/?ref_=fn_al_tt_1,2023-03-13 17:09:45.134473
"Winslow Boy, The (1998)",https://www.imdb.com/title/tt0155388/?ref_=fn_al_tt_1,2023-03-13 17:09:47.366790
Chopping Mall (a.k.a. Killbots) (1986),https://www.imdb.com/title/tt6247190/?ref_=fn_al_tt_1,2023-03-13 17:09:49.635378
Mascara (1999),https://www.imdb.com/title/tt0188052/?ref_=fn_al_tt_1,2023-03-13 17:09:51.905954
Xiu Xiu: The Sent-Down Girl (Tian yu) (1998),https://www.imdb.com/title/tt0115005/?ref_=fn_al_tt_1,2023-03-13 17:09:54.238675
After Life (1998),https://www.imdb.com/title/tt0165078/?ref_=fn_al_tt_1,2023-03-13 17:09:56.493238
Black Mask (Hak hap) (1996),https://www.imdb.com/title/tt1066027/?ref_=fn_al_tt_1,2023-03-13 17:09:58.741661
Edge of Seventeen (1998),https://www.imdb.com/title/tt0138414/?ref_=fn_al_tt_1,2023-03-13 17:10:00.991784
Endurance (1998),https://www.imdb.com/title/tt0120659/?ref_=fn_al_tt_1,2023-03-13 17:10:03.264651
Frogs for Snakes (1998),https://www.imdb.com/title/tt0120680/?ref_=fn_al_tt_1,2023-03-13 17:10:18.272710
"Saragossa Manuscript, The (Rekopis znaleziony w Saragossie) (1965)",https://www.imdb.com/title/tt0059643/?ref_=fn_al_tt_1,2023-03-13 17:10:20.590266
"Mummy's Curse, The (1944)",https://www.imdb.com/title/tt0037098/?ref_=fn_al_tt_1,2023-03-13 17:10:22.866648
"Mummy's Ghost, The (1944)",https://www.imdb.com/title/tt21445104/?ref_=fn_al_tt_1,2023-03-13 17:10:25.127969
"Mummy's Hand, The (1940)",https://www.imdb.com/title/tt1458315/?ref_=fn_al_tt_1,2023-03-13 17:10:27.440024
"Mummy's Tomb, The (1942)",https://www.imdb.com/title/tt21445120/?ref_=fn_al_tt_1,2023-03-13 17:10:29.683644
House of Dracula (1945),https://www.imdb.com/title/tt21445026/?ref_=fn_al_tt_1,2023-03-13 17:10:31.932519
House of Frankenstein (1944),https://www.imdb.com/title/tt21445024/?ref_=fn_al_tt_1,2023-03-13 17:10:34.207838
Son of Frankenstein (1939),https://www.imdb.com/title/tt21445362/?ref_=fn_al_tt_1,2023-03-13 17:10:36.499580
"Ghost of Frankenstein, The (1942)",https://www.imdb.com/title/tt0034786/?ref_=fn_al_tt_1,2023-03-13 17:10:38.794132
Son of Dracula (1943),https://www.imdb.com/title/tt25210750/?ref_=fn_al_tt_1,2023-03-13 17:10:41.063871
Howling II: Your Sister Is a Werewolf (1985),https://www.imdb.com/title/tt0089308/?ref_=fn_al_tt_1,2023-03-13 17:10:43.375890
"Flying Saucer, The (1950)",https://www.imdb.com/title/tt0042469/?ref_=fn_al_tt_1,2023-03-13 17:10:45.649600
It Came from Beneath the Sea (1955),https://www.imdb.com/title/tt0044121/?ref_=fn_al_tt_1,2023-03-13 17:10:50.227472
Earth Vs. the Flying Saucers (1956),https://www.imdb.com/title/tt0048215/?ref_=fn_al_tt_1,2023-03-13 17:10:52.462569
It Conquered the World (1956),https://www.imdb.com/title/tt0049370/?ref_=fn_al_tt_1,2023-03-13 17:10:54.747270
"Mole People, The (1956)",https://www.imdb.com/title/tt1456789/?ref_=fn_al_tt_1,2023-03-13 17:10:57.019261
Twice Upon a Yesterday (1998),https://www.imdb.com/title/tt0138590/?ref_=fn_al_tt_1,2023-03-13 17:11:12.116816
Desert Blue (1999),https://www.imdb.com/title/tt0126261/?ref_=fn_al_tt_1,2023-03-13 17:11:14.370681
Finding North (1999),https://www.imdb.com/title/tt0124555/?ref_=fn_al_tt_1,2023-03-13 17:11:16.625844
Floating (1997),https://www.imdb.com/title/tt0139216/?ref_=fn_al_tt_1,2023-03-13 17:11:18.872822
Taxman (1999),https://www.imdb.com/title/tt0143924/?ref_=fn_al_tt_1,2023-03-13 17:11:21.162116
"Red Dwarf, The (Le Nain rouge) (1998)",https://www.imdb.com/title/tt0156820/?ref_=fn_al_tt_1,2023-03-13 17:11:23.471377
"Red Violin, The (Le Violon rouge) (1998)",https://www.imdb.com/title/tt0120802/?ref_=fn_al_tt_1,2023-03-13 17:11:25.797138
Get Bruce (1999),https://www.imdb.com/title/tt0184510/?ref_=fn_al_tt_1,2023-03-13 17:11:28.046428
Run Lola Run (Lola rennt) (1998),https://www.imdb.com/title/tt0130827/?ref_=fn_al_tt_1,2023-03-13 17:11:43.196897
"Boys, The (1997)",https://www.imdb.com/title/tt0120526/?ref_=fn_al_tt_1,2023-03-13 17:11:45.450301
"Dinner Game, The (Le Dîner de cons) (1998)",https://www.imdb.com/title/tt0119038/?ref_=fn_al_tt_1,2023-03-13 17:11:47.757120
My Son the Fanatic (1998),https://www.imdb.com/title/tt0119743/?ref_=fn_al_tt_1,2023-03-13 17:11:50.043170
Zone 39 (1997),https://www.imdb.com/title/tt0120554/?ref_=fn_al_tt_1,2023-03-13 17:11:52.327191
"South Park: Bigger, Longer and Uncut (1999)",https://www.imdb.com/title/tt0158983/?ref_=fn_al_tt_1,2023-03-13 17:11:54.642590
Broken Vessels (1998),https://www.imdb.com/title/tt0149964/?ref_=fn_al_tt_1,2023-03-13 17:11:56.912044
"Lovers on the Bridge, The (Les Amants du Pont-Neuf) (1991)",https://www.imdb.com/title/tt0101318/?ref_=fn_al_tt_1,2023-03-13 17:11:59.294595
"Autumn Tale, An (Conte d'automne) (1998)",https://www.imdb.com/title/tt0137439/?ref_=fn_al_tt_1,2023-03-13 17:12:14.498102
Muppets From Space (1999),https://www.imdb.com/title/tt0158811/?ref_=fn_al_tt_1,2023-03-13 17:12:16.880443
My Life So Far (1999),https://www.imdb.com/title/tt0120899/?ref_=fn_al_tt_1,2023-03-13 17:12:19.161684
"Wood, The (1999)",https://www.imdb.com/title/tt0161100/?ref_=fn_al_tt_1,2023-03-13 17:12:21.420936
"Velocity of Gary, The (1998)",https://www.imdb.com/title/tt0120878/?ref_=fn_al_tt_1,2023-03-13 17:12:23.758213
Trick (1999),https://www.imdb.com/title/tt0162710/?ref_=fn_al_tt_1,2023-03-13 17:12:26.022501
"400 Blows, The (Les Quatre cents coups) (1959)",https://www.imdb.com/title/tt0053198/?ref_=fn_al_tt_1,2023-03-13 17:12:28.411586
Jules and Jim (Jules et Jim) (1961),https://www.imdb.com/title/tt0055032/?ref_=fn_al_tt_1,2023-03-13 17:12:30.737003
