Title,url,create_time
Grosse Fatigue (1994),https://www.imdb.com/title/tt0109942/?ref_=fn_al_tt_1,2023-03-13 17:09:46.338293
"Double Life of Veronique, The (La Double Vie de Véronique) (1991)",https://www.imdb.com/title/tt0101765/?ref_=fn_al_tt_1,2023-03-13 17:09:48.664570
"Shooter, The (1995)",https://www.imdb.com/title/tt0114432/?ref_=fn_al_tt_1,2023-03-13 17:09:50.880791
My Left Foot (1989),https://www.imdb.com/title/tt0097937/?ref_=fn_al_tt_1,2023-03-13 17:09:53.094038
Tie Me Up! Tie Me Down! (1990),https://www.imdb.com/title/tt0101026/?ref_=fn_al_tt_1,2023-03-13 17:09:55.369322
"Good, The Bad and The Ugly, The (1966)",https://www.imdb.com/title/tt0060196/?ref_=fn_al_tt_1,2023-03-13 17:09:57.650299
Withnail and I (1987),https://www.imdb.com/title/tt0094336/?ref_=fn_al_tt_1,2023-03-13 17:09:59.959972
Once Upon a Time in the West (1969),https://www.imdb.com/title/tt0064116/?ref_=fn_al_tt_1,2023-03-13 17:10:02.248463
Wings of Desire (Der Himmel über Berlin) (1987),https://www.imdb.com/title/tt0093191/?ref_=fn_al_tt_1,2023-03-13 17:10:04.540059
GoodFellas (1990),https://www.imdb.com/title/tt0099685/?ref_=fn_al_tt_1,2023-03-13 17:10:06.763931
Army of Darkness (1993),https://www.imdb.com/title/tt0106308/?ref_=fn_al_tt_1,2023-03-13 17:10:09.055803
"Big Blue, The (Le Grand Bleu) (1988)",https://www.imdb.com/title/tt0095250/?ref_=fn_al_tt_1,2023-03-13 17:10:11.344987
"Killer, The (Die xue shuang xiong) (1989)",https://www.imdb.com/title/tt0097202/?ref_=fn_al_tt_1,2023-03-13 17:10:13.637459
"Grand Day Out, A (1992)",https://www.imdb.com/title/tt0104361/?ref_=fn_al_tt_1,2023-03-13 17:10:15.871264
"Boat, The (Das Boot) (1981)",https://www.imdb.com/title/tt0082096/?ref_=fn_al_tt_1,2023-03-13 17:10:18.116566
