Title,url,create_time
"Saint of Fort Washington, The (1993)",https://www.imdb.com/title/tt0108026/?ref_=fn_al_tt_1,2023-03-13 17:07:44.392742
"Savage Nights (Nuits fauves, Les) (1992)",https://www.imdb.com/title/tt0105032/?ref_=fn_al_tt_1,2023-03-13 17:07:46.693264
Second Best (1994),https://www.imdb.com/title/tt0111102/?ref_=fn_al_tt_1,2023-03-13 17:07:49.039226
Harlem (1993),https://www.imdb.com/title/tt0107079/?ref_=fn_al_tt_1,2023-03-13 17:07:51.258337
Thirty-Two Short Films About Glenn Gould (1993),https://www.imdb.com/title/tt0108328/?ref_=fn_al_tt_1,2023-03-13 17:07:53.605252
Trial by Jury (1994),https://www.imdb.com/title/tt0111488/?ref_=fn_al_tt_1,2023-03-13 17:07:55.898511
Mamma Roma (1962),https://www.imdb.com/title/tt0056215/?ref_=fn_al_tt_1,2023-03-13 17:07:58.169865
"Paris, France (1993)",https://www.imdb.com/title/tt0107779/?ref_=fn_al_tt_1,2023-03-13 17:08:00.484407
"Beans of Egypt, Maine, The (1994)",https://www.imdb.com/title/tt0109226/?ref_=fn_al_tt_1,2023-03-13 17:08:02.773922
Killer (Bulletproof Heart) (1994),https://www.imdb.com/title/tt0110259/?ref_=fn_al_tt_1,2023-03-13 17:08:05.060515
Cronos (1992),https://www.imdb.com/title/tt0104029/?ref_=fn_al_tt_1,2023-03-13 17:08:07.327103
Naked in New York (1994),https://www.imdb.com/title/tt0110623/?ref_=fn_al_tt_1,2023-03-13 17:08:09.646977
"Wedding Gift, The (1994)",https://www.imdb.com/title/tt10302982/?ref_=fn_al_tt_1,2023-03-13 17:08:24.731747
Foreign Student (1994),https://www.imdb.com/title/tt0109828/?ref_=fn_al_tt_1,2023-03-13 17:08:26.981673
"Ciao, Professore! (Io speriamo che me la cavo ) (1993)",https://www.imdb.com/title/tt0107225/?ref_=fn_al_tt_1,2023-03-13 17:08:29.299248
Fausto (1993),https://www.imdb.com/title/tt0106878/?ref_=fn_al_tt_1,2023-03-13 17:08:31.545286
"Hour of the Pig, The (1993)",https://www.imdb.com/title/tt0107146/?ref_=fn_al_tt_1,2023-03-13 17:08:33.842998
"Scorta, La (1993)",https://www.imdb.com/title/tt0108059/?ref_=fn_al_tt_1,2023-03-13 17:08:36.089386
Metisse (Café au Lait) (1993),https://www.imdb.com/title/tt0107642/?ref_=fn_al_tt_1,2023-03-13 17:08:38.374740
Dear Diary (Caro Diario) (1994),https://www.imdb.com/title/tt14156920/?ref_=fn_al_tt_1,2023-03-13 17:08:40.673064
Tough and Deadly (1995),https://www.imdb.com/title/tt0114706/?ref_=fn_al_tt_1,2023-03-13 17:08:57.363828
Window to Paris (1994),https://www.imdb.com/title/tt0110719/?ref_=fn_al_tt_1,2023-03-13 17:08:59.650182
"Wooden Man's Bride, The (Wu Kui) (1994)",https://www.imdb.com/title/tt0111752/?ref_=fn_al_tt_1,2023-03-13 17:09:01.936452
Criminals (1996),https://www.imdb.com/title/tt0211134/?ref_=fn_al_tt_1,2023-03-13 17:09:06.474865
Century (1993),https://www.imdb.com/title/tt0106537/?ref_=fn_al_tt_1,2023-03-13 17:09:08.718375
Loaded (1994),https://www.imdb.com/title/tt0110374/?ref_=fn_al_tt_1,2023-03-13 17:09:10.964526
"Aristocats, The (1970)",https://www.imdb.com/title/tt0065421/?ref_=fn_al_tt_1,2023-03-13 17:09:26.039334
Two Much (1996),https://www.imdb.com/title/tt0118001/?ref_=fn_al_tt_1,2023-03-13 17:09:41.093585
Scream of Stone (Schrei aus Stein) (1991),https://www.imdb.com/title/tt0102855/?ref_=fn_al_tt_1,2023-03-13 17:09:43.391145
My Favorite Season (1993),https://www.imdb.com/title/tt0107471/?ref_=fn_al_tt_1,2023-03-13 17:09:45.661613
"Modern Affair, A (1995)",https://www.imdb.com/title/tt0113839/?ref_=fn_al_tt_1,2023-03-13 17:09:47.940406
Condition Red (1995),https://www.imdb.com/title/tt0112712/?ref_=fn_al_tt_1,2023-03-13 17:09:50.228347
Asfour Stah (1990),https://www.imdb.com/title/tt0090665/?ref_=fn_al_tt_1,2023-03-13 17:09:52.506109
Rude (1995),https://www.imdb.com/title/tt0114305/?ref_=fn_al_tt_1,2023-03-13 17:09:54.769257
Carried Away (1996),https://www.imdb.com/title/tt0115837/?ref_=fn_al_tt_1,2023-03-13 17:09:57.585227
Land and Freedom (Tierra y libertad) (1995),https://www.imdb.com/title/tt0114671/?ref_=fn_al_tt_1,2023-03-13 17:09:59.894726
Jack and Sarah (1995),https://www.imdb.com/title/tt0113448/?ref_=fn_al_tt_1,2023-03-13 17:10:02.211540
Roula (1995),https://www.imdb.com/title/tt0117517/?ref_=fn_al_tt_1,2023-03-13 17:10:17.356304
Peanuts - Die Bank zahlt alles (1996),https://www.imdb.com/title/tt0117312/?ref_=fn_al_tt_1,2023-03-13 17:10:19.670348
Happy Weekend (1996),https://www.imdb.com/title/tt0116485/?ref_=fn_al_tt_1,2023-03-13 17:10:21.932652
"Superweib, Das (1996)",https://www.imdb.com/title/tt0117788/?ref_=fn_al_tt_1,2023-03-13 17:10:36.972848
"301, 302 (1995)",https://www.imdb.com/title/tt0112257/?ref_=fn_al_tt_1,2023-03-13 17:10:39.236295
Dragonheart (1996),https://www.imdb.com/title/tt0116136/?ref_=fn_al_tt_1,2023-03-13 17:10:41.499268
Und keiner weint mir nach (1996),https://www.imdb.com/title/tt0118026/?ref_=fn_al_tt_1,2023-03-13 17:10:43.792969
Mutters Courage (1995),https://www.imdb.com/title/tt0117117/?ref_=fn_al_tt_1,2023-03-13 17:10:46.123043
Yankee Zulu (1994),https://www.imdb.com/title/tt0111787/?ref_=fn_al_tt_1,2023-03-13 17:10:48.384364
Billy's Holiday (1995),https://www.imdb.com/title/tt0112509/?ref_=fn_al_tt_1,2023-03-13 17:10:50.714353
Purple Noon (1960),https://www.imdb.com/title/tt0054189/?ref_=fn_al_tt_1,2023-03-13 17:10:52.988244
August (1996),https://www.imdb.com/title/tt0115591/?ref_=fn_al_tt_1,2023-03-13 17:10:55.291392
Faithful (1996),https://www.imdb.com/title/tt0116269/?ref_=fn_al_tt_1,2023-03-13 17:10:57.582217
All Things Fair (1996),https://www.imdb.com/title/tt20453900/?ref_=fn_al_tt_1,2023-03-13 17:10:59.873145
Bloodsport 2 (1995),https://www.imdb.com/title/tt0092675/?ref_=fn_al_tt_1,2023-03-13 17:11:02.177665
"World of Apu, The (Apur Sansar) (1959)",https://www.imdb.com/title/tt0052572/?ref_=fn_al_tt_1,2023-03-13 17:11:04.531796
Tarantella (1995),https://www.imdb.com/title/tt0114616/?ref_=fn_al_tt_1,2023-03-13 17:11:06.812307
Hostile Intentions (1994),https://www.imdb.com/title/tt0110061/?ref_=fn_al_tt_1,2023-03-13 17:11:09.129600
They Bite (1996),https://www.imdb.com/title/tt0140614/?ref_=fn_al_tt_1,2023-03-13 17:11:11.422801
Some Folks Call It a Sling Blade (1993),https://www.imdb.com/title/tt0108181/?ref_=fn_al_tt_1,2023-03-13 17:11:13.743116
Alphaville (1965),https://www.imdb.com/title/tt0058898/?ref_=fn_al_tt_1,2023-03-13 17:11:16.025325
Clean Slate (Coup de Torchon) (1981),https://www.imdb.com/title/tt0082206/?ref_=fn_al_tt_1,2023-03-13 17:11:18.381801
Tigrero: A Film That Was Never Made (1994),https://www.imdb.com/title/tt0111430/?ref_=fn_al_tt_1,2023-03-13 17:11:21.987580
Windows (1980),https://www.imdb.com/title/tt0081759/?ref_=fn_al_tt_1,2023-03-13 17:11:37.126961
It's My Party (1995),https://www.imdb.com/title/tt0113443/?ref_=fn_al_tt_1,2023-03-13 17:11:39.401858
Country Life (1994),https://www.imdb.com/title/tt0109491/?ref_=fn_al_tt_1,2023-03-13 17:11:41.694974
Butterfly Kiss (1995),https://www.imdb.com/title/tt0112604/?ref_=fn_al_tt_1,2023-03-13 17:12:09.697474
Delta of Venus (1994),https://www.imdb.com/title/tt0109593/?ref_=fn_al_tt_1,2023-03-13 17:12:12.025436
To Cross the Rubicon (1991),https://www.imdb.com/title/tt0103095/?ref_=fn_al_tt_1,2023-03-13 17:12:14.336756
Daens (1992),https://www.imdb.com/title/tt0104046/?ref_=fn_al_tt_1,2023-03-13 17:12:16.613253
Faces (1968),https://www.imdb.com/title/tt0062952/?ref_=fn_al_tt_1,2023-03-13 17:12:18.901491
Cosi (1996),https://www.imdb.com/title/tt0115951/?ref_=fn_al_tt_1,2023-03-13 17:12:21.205131
Captives (1994),https://www.imdb.com/title/tt0109374/?ref_=fn_al_tt_1,2023-03-13 17:12:23.498052
Of Love and Shadows (1994),https://www.imdb.com/title/tt0110712/?ref_=fn_al_tt_1,2023-03-13 17:12:25.830109
"Horseman on the Roof, The (Hussard sur le toit, Le) (1995)",https://www.imdb.com/title/tt0113362/?ref_=fn_al_tt_1,2023-03-13 17:12:28.253537
Switchblade Sisters (1975),https://www.imdb.com/title/tt0073778/?ref_=fn_al_tt_1,2023-03-13 17:12:30.563166
Mouth to Mouth (Boca a boca) (1995),https://www.imdb.com/title/tt3741936/?ref_=fn_al_tt_1,2023-03-13 17:12:32.919080
Halfmoon (Paul Bowles - Halbmond) (1995),https://www.imdb.com/title/tt0114103/?ref_=fn_al_tt_1,2023-03-13 17:12:48.180173
Two Friends (1986),https://www.imdb.com/title/tt0092123/?ref_=fn_al_tt_1,2023-03-13 17:12:50.490439
War Stories (1995),https://www.imdb.com/title/tt0114894/?ref_=fn_al_tt_1,2023-03-13 17:12:52.810524
"Institute Benjamenta, or This Dream People Call Human Life (1995)",https://www.imdb.com/title/tt0113429/?ref_=fn_al_tt_1,2023-03-13 17:12:55.267196
"Low Life, The (1994)",https://www.imdb.com/title/tt0110400/?ref_=fn_al_tt_1,2023-03-13 17:12:57.595500
Original Gangstas (1996),https://www.imdb.com/title/tt0117260/?ref_=fn_al_tt_1,2023-03-13 17:12:59.899218
Getting Away With Murder (1996),https://www.imdb.com/title/tt0116405/?ref_=fn_al_tt_1,2023-03-13 17:13:02.245792
Cemetery Man (Dellamorte Dellamore) (1994),https://www.imdb.com/title/tt18762492/?ref_=fn_al_tt_1,2023-03-13 17:13:04.619099
"Garcu, Le (1995)",https://www.imdb.com/title/tt0113145/?ref_=fn_al_tt_1,2023-03-13 17:13:06.950874
Honigmond (1996),https://www.imdb.com/title/tt0116559/?ref_=fn_al_tt_1,2023-03-13 17:13:09.253658
Ghost in the Shell (Kokaku kidotai) (1995),https://www.imdb.com/title/tt0113568/?ref_=fn_al_tt_1,2023-03-13 17:13:11.658965
Brothers in Trouble (1995),https://www.imdb.com/title/tt0112586/?ref_=fn_al_tt_1,2023-03-13 17:13:14.009741
Force of Evil (1948),https://www.imdb.com/title/tt23555466/?ref_=fn_al_tt_1,2023-03-13 17:01:36.478615
"Man from Down Under, The (1943)",https://www.imdb.com/title/tt0031612/?ref_=fn_al_tt_1,2023-03-13 17:01:38.700456
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),https://www.imdb.com/title/tt0057012/?ref_=fn_al_tt_1,2023-03-13 17:01:41.019022
Careful (1992),https://www.imdb.com/title/tt0103926/?ref_=fn_al_tt_1,2023-03-13 17:01:43.172438
Vermont Is For Lovers (1992),https://www.imdb.com/title/tt0105737/?ref_=fn_al_tt_1,2023-03-13 17:01:45.357015
"Month by the Lake, A (1995)",https://www.imdb.com/title/tt0113849/?ref_=fn_al_tt_1,2023-03-13 17:01:47.548855
Gold Diggers: The Secret of Bear Mountain (1995),https://www.imdb.com/title/tt0113188/?ref_=fn_al_tt_1,2023-03-13 17:01:49.745420
Kim (1950),https://www.imdb.com/title/tt0042644/?ref_=fn_al_tt_1,2023-03-13 17:01:51.874920
Carmen Miranda: Bananas Is My Business (1994),https://www.imdb.com/title/tt0109381/?ref_=fn_al_tt_1,2023-03-13 17:01:54.065185
Ashes of Time (1994),https://www.imdb.com/title/tt0109688/?ref_=fn_al_tt_1,2023-03-13 17:01:56.224002
"Last of the High Kings, The (a.k.a. Summer Fling) (1996)",https://www.imdb.com/title/tt0116833/?ref_=fn_al_tt_1,2023-03-13 17:02:11.100358
"Grass Harp, The (1995)",https://www.imdb.com/title/tt0113211/?ref_=fn_al_tt_1,2023-03-13 17:02:13.247793
Someone Else's America (1995),https://www.imdb.com/title/tt0114494/?ref_=fn_al_tt_1,2023-03-13 17:02:15.412277
Marlene Dietrich: Shadow and Light (1996),https://www.imdb.com/title/tt0116992/?ref_=fn_al_tt_1,2023-03-13 17:02:17.629851
Costa Brava (1946),https://www.imdb.com/title/tt0038426/?ref_=fn_al_tt_1,2023-03-13 17:02:19.775663
"Vie est belle, La (Life is Rosey) (1987)",https://www.imdb.com/title/tt0094265/?ref_=fn_al_tt_1,2023-03-13 17:02:21.955272
Quartier Mozart (1992),https://www.imdb.com/title/tt0105201/?ref_=fn_al_tt_1,2023-03-13 17:02:24.095756
Touki Bouki (Journey of the Hyena) (1973),https://www.imdb.com/title/tt0070820/?ref_=fn_al_tt_1,2023-03-13 17:02:26.280825
Spirits of the Dead (Tre Passi nel Delirio) (1968),https://www.imdb.com/title/tt0063715/?ref_=fn_al_tt_1,2023-03-13 17:02:41.139615
Babyfever (1994),https://www.imdb.com/title/tt0109191/?ref_=fn_al_tt_1,2023-03-13 17:02:43.278055
Pharaoh's Army (1995),https://www.imdb.com/title/tt0114122/?ref_=fn_al_tt_1,2023-03-13 17:02:45.435321
Independence Day (ID4) (1996),https://www.imdb.com/title/tt23684408/?ref_=fn_al_tt_1,2023-03-13 17:02:47.599708
"Gate of Heavenly Peace, The (1995)",https://www.imdb.com/title/tt0113147/?ref_=fn_al_tt_1,2023-03-13 17:02:49.907701
An Unforgettable Summer (1994),https://www.imdb.com/title/tt0111546/?ref_=fn_al_tt_1,2023-03-13 17:03:04.853419
"Last Klezmer: Leopold Kozlowski, His Life and Music, The (1995)",https://www.imdb.com/title/tt0113610/?ref_=fn_al_tt_1,2023-03-13 17:03:07.084034
"Hungarian Fairy Tale, A (1987)",https://www.imdb.com/title/tt0093199/?ref_=fn_al_tt_1,2023-03-13 17:03:09.245393
My Life and Times With Antonin Artaud (En compagnie d'Antonin Artaud) (1993),https://www.imdb.com/title/tt0106810/?ref_=fn_al_tt_1,2023-03-13 17:03:11.504087
Midnight Dancers (Sibak) (1994),https://www.imdb.com/title/tt0111180/?ref_=fn_al_tt_1,2023-03-13 17:03:13.722294
"Very Natural Thing, A (1974)",https://www.imdb.com/title/tt0072362/?ref_=fn_al_tt_1,2023-03-13 17:03:15.874825
"Rendezvous in Paris (Rendez-vous de Paris, Les) (1995)",https://www.imdb.com/title/tt0114266/?ref_=fn_al_tt_1,2023-03-13 17:03:30.871192
"Bewegte Mann, Der (1994)",https://www.imdb.com/title/tt18757264/?ref_=fn_al_tt_1,2023-03-13 17:03:33.082264
Magic Hunter (1994),https://www.imdb.com/title/tt0109356/?ref_=fn_al_tt_1,2023-03-13 17:03:35.224352
"Boy Called Hate, A (1995)",https://www.imdb.com/title/tt0112568/?ref_=fn_al_tt_1,2023-03-13 17:03:37.381313
Power 98 (1995),https://www.imdb.com/title/tt0114170/?ref_=fn_al_tt_1,2023-03-13 17:03:39.528810
Two Deaths (1995),https://www.imdb.com/title/tt0117999/?ref_=fn_al_tt_1,2023-03-13 17:03:41.675707
Stefano Quantestorie (1993),https://www.imdb.com/title/tt0108220/?ref_=fn_al_tt_1,2023-03-13 17:03:43.838591
"Death in the Garden (Mort en ce jardin, La) (1956)",https://www.imdb.com/title/tt0049521/?ref_=fn_al_tt_1,2023-03-13 17:03:46.037492
"Crude Oasis, The (1995)",https://www.imdb.com/title/tt0112746/?ref_=fn_al_tt_1,2023-03-13 17:03:48.196592
Hedd Wyn (1992),https://www.imdb.com/title/tt0104403/?ref_=fn_al_tt_1,2023-03-13 17:03:50.334034
"Collectionneuse, La (1967)",https://www.imdb.com/title/tt0061495/?ref_=fn_al_tt_1,2023-03-13 17:03:52.499255
Echte Kerle (1996),https://www.imdb.com/title/tt0116164/?ref_=fn_al_tt_1,2023-03-13 17:03:54.642907
Diebinnen (1995),https://www.imdb.com/title/tt0112865/?ref_=fn_al_tt_1,2023-03-13 17:03:56.780843
"Convent, The (Convento, O) (1995)",https://www.imdb.com/title/tt0217331/?ref_=fn_al_tt_1,2023-03-13 17:03:58.955991
