Title,url,time
Star Trek: The Wrath of Khan (1982),https://www.imdb.com/title/tt0084726/?ref_=fn_al_tt_1,2023-03-13 17:01:47.205094
Star Trek: The Wrath of Khan (1982),https://www.imdb.com/title/tt0084726/?ref_=fn_al_tt_1,2023-03-13 17:01:47.205094
Adrenalin: Fear the Rush (1996),https://www.imdb.com/title/tt0115471/?ref_=fn_al_tt_1,2023-03-13 17:01:49.403573
Star Trek: The Wrath of Khan (1982),https://www.imdb.com/title/tt0084726/?ref_=fn_al_tt_1,2023-03-13 17:01:47.205094
Adrenalin: Fear the Rush (1996),https://www.imdb.com/title/tt0115471/?ref_=fn_al_tt_1,2023-03-13 17:01:49.403573
"Substance of Fire, The (1996)",https://www.imdb.com/title/tt0117773/?ref_=fn_al_tt_1,2023-03-13 17:01:51.564199
Star Trek: The Wrath of Khan (1982),https://www.imdb.com/title/tt0084726/?ref_=fn_al_tt_1,2023-03-13 17:01:47.205094
Adrenalin: Fear the Rush (1996),https://www.imdb.com/title/tt0115471/?ref_=fn_al_tt_1,2023-03-13 17:01:49.403573
"Substance of Fire, The (1996)",https://www.imdb.com/title/tt0117773/?ref_=fn_al_tt_1,2023-03-13 17:01:51.564199
Terror in a Texas Town (1958),https://www.imdb.com/title/tt0052287/?ref_=fn_al_tt_1,2023-03-13 17:01:53.747574
Star Trek: The Wrath of Khan (1982),https://www.imdb.com/title/tt0084726/?ref_=fn_al_tt_1,2023-03-13 17:01:47.205094
Adrenalin: Fear the Rush (1996),https://www.imdb.com/title/tt0115471/?ref_=fn_al_tt_1,2023-03-13 17:01:49.403573
"Substance of Fire, The (1996)",https://www.imdb.com/title/tt0117773/?ref_=fn_al_tt_1,2023-03-13 17:01:51.564199
Terror in a Texas Town (1958),https://www.imdb.com/title/tt0052287/?ref_=fn_al_tt_1,2023-03-13 17:01:53.747574
Somebody is Waiting (1996),https://www.imdb.com/title/tt0117691/?ref_=fn_al_tt_1,2023-03-13 17:01:55.926209
Star Trek: The Wrath of Khan (1982),https://www.imdb.com/title/tt0084726/?ref_=fn_al_tt_1,2023-03-13 17:01:47.205094
Adrenalin: Fear the Rush (1996),https://www.imdb.com/title/tt0115471/?ref_=fn_al_tt_1,2023-03-13 17:01:49.403573
"Substance of Fire, The (1996)",https://www.imdb.com/title/tt0117773/?ref_=fn_al_tt_1,2023-03-13 17:01:51.564199
Terror in a Texas Town (1958),https://www.imdb.com/title/tt0052287/?ref_=fn_al_tt_1,2023-03-13 17:01:53.747574
Somebody is Waiting (1996),https://www.imdb.com/title/tt0117691/?ref_=fn_al_tt_1,2023-03-13 17:01:55.926209
Night Falls on Manhattan (1997),https://www.imdb.com/title/tt0119783/?ref_=fn_al_tt_1,2023-03-13 17:01:58.112496
Star Trek: The Wrath of Khan (1982),https://www.imdb.com/title/tt0084726/?ref_=fn_al_tt_1,2023-03-13 17:01:47.205094
Adrenalin: Fear the Rush (1996),https://www.imdb.com/title/tt0115471/?ref_=fn_al_tt_1,2023-03-13 17:01:49.403573
"Substance of Fire, The (1996)",https://www.imdb.com/title/tt0117773/?ref_=fn_al_tt_1,2023-03-13 17:01:51.564199
Terror in a Texas Town (1958),https://www.imdb.com/title/tt0052287/?ref_=fn_al_tt_1,2023-03-13 17:01:53.747574
Somebody is Waiting (1996),https://www.imdb.com/title/tt0117691/?ref_=fn_al_tt_1,2023-03-13 17:01:55.926209
Night Falls on Manhattan (1997),https://www.imdb.com/title/tt0119783/?ref_=fn_al_tt_1,2023-03-13 17:01:58.112496
Beavis and Butt-head Do America (1996),https://www.imdb.com/title/tt0115641/?ref_=fn_al_tt_1,2023-03-13 17:02:00.307613
Star Trek: The Wrath of Khan (1982),https://www.imdb.com/title/tt0084726/?ref_=fn_al_tt_1,2023-03-13 17:01:47.205094
Adrenalin: Fear the Rush (1996),https://www.imdb.com/title/tt0115471/?ref_=fn_al_tt_1,2023-03-13 17:01:49.403573
"Substance of Fire, The (1996)",https://www.imdb.com/title/tt0117773/?ref_=fn_al_tt_1,2023-03-13 17:01:51.564199
